Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4
113.0615162,34.83813564,3.195,830,886,848,861
113.0665464,34.84914343,1.995,1138,1280,1475,1066
113.0588055,34.83894441,5.6125,1027,1119,1317,1085
113.0679573,34.83812924,3.6175,1023,1178,1347,1499
113.0720907,34.84957808,2.35,1049,1194,1388,977
113.0719722,34.85035084,1.7575,1053,1188,1371,1029
113.0648324,34.83908483,2.1825,991,1125,1277,1206
113.070595,34.84920236,1.62,1048,1177,1372,1004
113.0584114,34.8404476,0.6375,1037,1163,1359,1053
113.0625064,34.83955469,2.2175,824,902,825,720
113.0638609,34.84020327,0.685,1034,1157,1348,1045
113.0696519,34.84994138,2.915,1056,1156,1345,1086
113.0627466,34.84286711,4.77,1044,1177,1364,964
